attrition_id,employee_id,exit_date,attrition_reason,tenure_months,exit_interview_score
ATT01776,EMP08320,2024-03-14,Relocation,17,7.6
ATT01777,EMP08325,2024-10-20,Career Growth,24,5.2
ATT01778,EMP08329,2024-05-18,Career Growth,6,6.2
ATT01779,EMP08330,2022-07-11,Career Growth,6,5.7
ATT01780,EMP08331,2022-10-11,Relocation,9,2.4
ATT01781,EMP08332,2023-05-13,Better Salary,4,2.6
ATT01782,EMP08339,2024-08-25,Career Growth,7,4
ATT01783,EMP08340,2024-03-31,Career Growth,17,7.2
ATT01784,EMP08344,2024-08-20,Better Salary,10,3.8
ATT01785,EMP08351,2024-08-01,Higher Education,5,3.7
ATT01786,EMP08352,2024-08-05,Career Growth,18,5.7
ATT01787,EMP08355,2024-03-24,Career Growth,16,4.8
ATT01788,EMP08357,2024-11-11,Manager Issues,28,7.7
ATT01789,EMP08363,2023-12-19,Career Growth,4,3.6
ATT01790,EMP08366,2024-08-02,Career Growth,17,2.8
ATT01791,EMP08381,2024-10-23,Personal Reasons,20,7.2
ATT01792,EMP08382,2024-11-15,Relocation,32,7.8
ATT01793,EMP08390,2024-10-28,Work-Life Balance,15,8
ATT01794,EMP08391,2024-08-08,Work-Life Balance,6,2.1
ATT01795,EMP08392,2022-12-15,Work-Life Balance,7,7.1
ATT01796,EMP08394,2024-03-04,Personal Reasons,19,7.9
ATT01797,EMP08397,2024-10-02,Health Reasons,8,3.8
ATT01798,EMP08400,2024-07-28,Better Salary,4,7
ATT01799,EMP08401,2024-12-23,Relocation,5,8.2
ATT01800,EMP08405,2024-12-10,Work-Life Balance,14,4.6
ATT01801,EMP08407,2023-12-02,Manager Issues,6,4.3
ATT01802,EMP08413,2024-09-29,Relocation,23,3.5
ATT01803,EMP08421,2024-06-29,Career Growth,7,2
ATT01804,EMP08428,2023-12-06,Career Growth,3,7.8
ATT01805,EMP08429,2024-11-05,Better Salary,28,8.1
ATT01806,EMP08432,2024-10-29,Personal Reasons,17,7.5
ATT01807,EMP08433,2024-08-27,Better Salary,17,3.2
ATT01808,EMP08435,2024-10-31,Career Growth,5,4.5
ATT01809,EMP08437,2024-10-05,Better Salary,8,6
ATT01810,EMP08439,2023-08-08,Career Growth,13,8.3
ATT01811,EMP08444,2024-05-12,Higher Education,7,3.2
ATT01812,EMP08452,2023-10-20,Relocation,11,6.1
ATT01813,EMP08453,2024-11-06,Relocation,5,3.2
ATT01814,EMP08460,2024-12-26,Career Growth,3,5.8
ATT01815,EMP08462,2024-12-02,Higher Education,5,2.9
ATT01816,EMP08468,2024-02-14,Career Growth,8,5
ATT01817,EMP08469,2024-08-06,Relocation,9,5.8
ATT01818,EMP08470,2024-02-28,Better Salary,11,6.6
ATT01819,EMP08475,2024-12-13,Manager Issues,3,3.8
ATT01820,EMP08486,2023-08-21,Better Salary,6,6.7
ATT01821,EMP08493,2024-07-05,Relocation,21,4.9
ATT01822,EMP08496,2024-08-17,Career Growth,20,6.5
ATT01823,EMP08498,2023-11-11,Manager Issues,8,3.9
ATT01824,EMP08499,2024-09-09,Manager Issues,20,7.3
ATT01825,EMP08503,2024-11-27,Career Growth,6,7.9
ATT01826,EMP08505,2024-08-21,Higher Education,27,4.3
ATT01827,EMP08506,2024-11-26,Manager Issues,7,5.2
ATT01828,EMP08511,2024-12-08,Relocation,12,6.7
ATT01829,EMP08512,2024-12-26,Better Salary,3,4.6
ATT01830,EMP08518,2024-08-04,Career Growth,27,3.8
ATT01831,EMP08525,2023-09-19,Career Growth,19,5.4
ATT01832,EMP08526,2024-02-11,Better Salary,21,2.9
ATT01833,EMP08530,2024-12-13,Better Salary,5,3.7
ATT01834,EMP08533,2024-02-09,Better Salary,23,8.1
ATT01835,EMP08537,2024-01-13,Better Salary,10,7.6
ATT01836,EMP08539,2024-07-09,Health Reasons,5,6
ATT01837,EMP08545,2023-12-25,Health Reasons,7,3.3
ATT01838,EMP08548,2023-08-22,Better Salary,9,7.2
ATT01839,EMP08552,2024-04-11,Health Reasons,8,6.8
ATT01840,EMP08562,2022-08-12,Better Salary,4,7.6
ATT01841,EMP08563,2024-12-21,Career Growth,14,6.6
ATT01842,EMP08564,2024-07-09,Better Salary,17,6
ATT01843,EMP08569,2023-10-28,Work-Life Balance,19,7
ATT01844,EMP08583,2024-10-24,Manager Issues,32,3.9
ATT01845,EMP08587,2024-11-24,Higher Education,3,2.7
ATT01846,EMP08589,2024-10-27,Career Growth,4,5.8
ATT01847,EMP08592,2024-11-24,Better Salary,19,7.7
ATT01848,EMP08593,2024-04-14,Manager Issues,6,5.6
ATT01849,EMP08598,2024-11-27,Career Growth,5,5.8
ATT01850,EMP08607,2023-10-21,Better Salary,4,6.6
ATT01851,EMP08608,2024-01-06,Better Salary,4,6.5
ATT01852,EMP08612,2024-07-18,Relocation,19,5.7
ATT01853,EMP08618,2024-11-05,Manager Issues,30,8.2
ATT01854,EMP08620,2024-07-04,Higher Education,29,8.4
ATT01855,EMP08622,2024-12-27,Relocation,4,4.5
ATT01856,EMP08624,2024-06-02,Relocation,8,7.7
ATT01857,EMP08629,2024-11-30,Career Growth,4,6.1
ATT01858,EMP08631,2024-09-14,Better Salary,26,6.2
ATT01859,EMP08636,2024-01-27,Health Reasons,5,3.8
ATT01860,EMP08643,2024-12-30,Better Salary,3,4.1
ATT01861,EMP08648,2024-11-20,Better Salary,14,4.2
ATT01862,EMP08651,2024-12-01,Career Growth,3,7.2
ATT01863,EMP08652,2023-09-26,Relocation,6,5.5
ATT01864,EMP08658,2024-12-29,Better Salary,32,2.8
ATT01865,EMP08661,2023-11-21,Relocation,7,2.6
ATT01866,EMP08669,2024-08-27,Work-Life Balance,21,2.9
ATT01867,EMP08671,2024-06-16,Career Growth,19,2.5
ATT01868,EMP08674,2024-02-10,Higher Education,14,4.6
ATT01869,EMP08686,2024-02-12,Relocation,22,4.7
ATT01870,EMP08691,2023-06-18,Career Growth,11,6.7
ATT01871,EMP08696,2024-09-26,Career Growth,20,8
ATT01872,EMP08701,2023-11-05,Work-Life Balance,21,7.6
ATT01873,EMP08704,2024-09-06,Better Salary,22,4
ATT01874,EMP08707,2024-12-31,Relocation,3,4.1
ATT01875,EMP08708,2024-12-06,Career Growth,6,7
ATT01876,EMP08709,2024-03-23,Personal Reasons,23,8.3
ATT01877,EMP08716,2024-01-08,Career Growth,3,4.4
ATT01878,EMP08717,2023-08-21,Work-Life Balance,12,5.9
ATT01879,EMP08727,2024-06-27,Work-Life Balance,7,6.6
ATT01880,EMP08729,2024-03-28,Personal Reasons,7,2.3
ATT01881,EMP08744,2024-12-15,Career Growth,3,8.5
ATT01882,EMP08745,2023-07-24,Better Salary,9,8.1
ATT01883,EMP08747,2024-07-13,Manager Issues,17,4.2
ATT01884,EMP08750,2024-09-21,Relocation,16,6
ATT01885,EMP08752,2024-10-24,Better Salary,8,6.4
ATT01886,EMP08754,2024-10-27,Better Salary,8,8.5
ATT01887,EMP08762,2024-03-01,Work-Life Balance,15,3.8
ATT01888,EMP08764,2024-03-16,Better Salary,25,3.8
ATT01889,EMP08766,2023-11-07,Health Reasons,4,7
ATT01890,EMP08771,2023-12-26,Better Salary,19,4.2
ATT01891,EMP08776,2024-08-09,Personal Reasons,22,3.9
ATT01892,EMP08784,2024-01-06,Manager Issues,22,6.5
ATT01893,EMP08788,2023-07-03,Manager Issues,18,7.5
ATT01894,EMP08789,2024-12-24,Better Salary,8,7.6
ATT01895,EMP08790,2024-09-15,Better Salary,7,3
ATT01896,EMP08795,2023-05-03,Manager Issues,7,2.7
ATT01897,EMP08797,2023-05-16,Personal Reasons,9,8.2
ATT01898,EMP08798,2024-05-18,Better Salary,12,5.2
ATT01899,EMP08799,2024-11-10,Better Salary,16,8.4
ATT01900,EMP08800,2024-01-14,Work-Life Balance,16,3
ATT01901,EMP08804,2024-07-23,Better Salary,5,3.8
ATT01902,EMP08810,2024-01-09,Work-Life Balance,9,3.1
ATT01903,EMP08822,2023-06-03,Health Reasons,7,5.9
ATT01904,EMP08823,2023-04-10,Work-Life Balance,10,6.3
ATT01905,EMP08824,2023-03-02,Health Reasons,7,4.3
ATT01906,EMP08832,2023-10-15,Health Reasons,12,2
ATT01907,EMP08833,2024-02-26,Better Salary,9,5.7
ATT01908,EMP08843,2024-02-08,Career Growth,14,7.5
ATT01909,EMP08849,2023-12-27,Work-Life Balance,12,6.2
ATT01910,EMP08851,2024-05-15,Better Salary,20,4.4
ATT01911,EMP08856,2023-10-09,Relocation,3,8.4
ATT01912,EMP08857,2024-12-22,Manager Issues,11,2
ATT01913,EMP08860,2024-06-02,Better Salary,25,2.7
ATT01914,EMP08863,2024-12-26,Higher Education,4,4
ATT01915,EMP08870,2024-12-29,Higher Education,22,6.3
ATT01916,EMP08877,2023-07-03,Better Salary,17,7.3
ATT01917,EMP08879,2024-11-17,Higher Education,13,4.4
ATT01918,EMP08882,2023-01-16,Better Salary,4,7.6
ATT01919,EMP08883,2024-08-28,Career Growth,5,4.7
ATT01920,EMP08884,2024-10-17,Personal Reasons,5,4.9
ATT01921,EMP08887,2024-09-27,Work-Life Balance,29,5.6
ATT01922,EMP08888,2024-11-16,Health Reasons,9,2.3
ATT01923,EMP08889,2024-01-06,Relocation,9,7.3
ATT01924,EMP08892,2022-08-01,Manager Issues,3,6.8
ATT01925,EMP08894,2024-12-07,Career Growth,4,3.2
ATT01926,EMP08897,2024-11-29,Manager Issues,23,3.6
ATT01927,EMP08901,2024-11-04,Better Salary,4,4.9
ATT01928,EMP08905,2024-12-25,Work-Life Balance,3,8
ATT01929,EMP08907,2024-06-04,Work-Life Balance,4,2.3
ATT01930,EMP08908,2023-04-18,Better Salary,3,8.5
ATT01931,EMP08909,2024-12-06,Personal Reasons,12,8.1
ATT01932,EMP08916,2024-11-12,Health Reasons,7,8.1
ATT01933,EMP08921,2024-08-18,Relocation,21,7.2
ATT01934,EMP08926,2024-10-31,Manager Issues,29,5
ATT01935,EMP08931,2024-04-10,Career Growth,9,4.6
ATT01936,EMP08932,2024-11-09,Relocation,19,8.3
ATT01937,EMP08937,2024-10-12,Work-Life Balance,29,7
ATT01938,EMP08941,2024-12-05,Better Salary,3,2.7
ATT01939,EMP08942,2024-12-30,Work-Life Balance,3,3
ATT01940,EMP08952,2024-10-02,Career Growth,8,5.3
ATT01941,EMP08953,2024-01-14,Better Salary,22,5.5
ATT01942,EMP08954,2024-03-30,Higher Education,16,3.7
ATT01943,EMP08955,2024-11-18,Career Growth,5,4.4
ATT01944,EMP08957,2023-08-27,Work-Life Balance,7,5.7
ATT01945,EMP08959,2024-12-07,Manager Issues,12,3.8
ATT01946,EMP08965,2024-10-15,Relocation,3,2.6
ATT01947,EMP08966,2023-02-05,Better Salary,6,5.8
ATT01948,EMP08970,2024-04-19,Better Salary,24,4
ATT01949,EMP08972,2024-10-09,Work-Life Balance,17,4.7
ATT01950,EMP08975,2023-08-24,Manager Issues,14,7.6
ATT01951,EMP08977,2024-08-09,Higher Education,4,3.5
ATT01952,EMP08980,2023-12-17,Better Salary,8,5.4
ATT01953,EMP08992,2024-08-13,Work-Life Balance,8,7.1
ATT01954,EMP08995,2024-12-07,Work-Life Balance,3,5.1
ATT01955,EMP08999,2024-09-21,Work-Life Balance,3,5.1
ATT01956,EMP09000,2024-12-24,Manager Issues,5,4.8
ATT01957,EMP09010,2024-06-16,Higher Education,5,2
ATT01958,EMP09015,2023-11-30,Better Salary,12,5.4
ATT01959,EMP09019,2024-03-24,Higher Education,20,6.3
ATT01960,EMP09020,2024-09-06,Better Salary,7,6.3
ATT01961,EMP09027,2024-03-22,Career Growth,6,8.4
ATT01962,EMP09030,2024-11-23,Work-Life Balance,15,5.5
ATT01963,EMP09035,2023-09-18,Personal Reasons,13,5.7
ATT01964,EMP09042,2023-05-20,Manager Issues,3,5.8
ATT01965,EMP09043,2024-01-08,Work-Life Balance,7,5.5
ATT01966,EMP09044,2024-01-02,Relocation,10,3.3
ATT01967,EMP09047,2023-11-30,Work-Life Balance,11,4.2
ATT01968,EMP09048,2024-10-09,Career Growth,17,4.3
ATT01969,EMP09049,2024-08-29,Career Growth,18,5.1
ATT01970,EMP09056,2024-04-30,Career Growth,3,4.1
ATT01971,EMP09057,2023-06-24,Better Salary,5,5.9
ATT01972,EMP09060,2024-05-02,Higher Education,4,5.5
ATT01973,EMP09061,2024-12-27,Personal Reasons,6,8.3
ATT01974,EMP09064,2024-04-08,Personal Reasons,14,2.9
ATT01975,EMP09069,2024-03-18,Work-Life Balance,3,3.6
ATT01976,EMP09075,2024-01-07,Higher Education,11,8.1
ATT01977,EMP09083,2024-11-10,Career Growth,4,4.8
ATT01978,EMP09084,2022-05-27,Career Growth,4,7.4
ATT01979,EMP09087,2024-03-06,Better Salary,14,8.1
ATT01980,EMP09100,2023-02-03,Career Growth,6,6.7
ATT01981,EMP09102,2024-10-20,Career Growth,22,6.6
ATT01982,EMP09104,2024-12-29,Better Salary,3,5.7
ATT01983,EMP09106,2024-11-10,Career Growth,32,7.1
ATT01984,EMP09107,2023-08-28,Manager Issues,19,4.9
ATT01985,EMP09113,2024-12-30,Career Growth,29,4.8
ATT01986,EMP09119,2024-02-26,Personal Reasons,21,3.1
ATT01987,EMP09120,2023-07-24,Career Growth,18,3.4
ATT01988,EMP09122,2024-12-05,Personal Reasons,13,8.2
ATT01989,EMP09123,2024-01-13,Career Growth,11,2.2
ATT01990,EMP09129,2024-11-08,Health Reasons,20,7.4
ATT01991,EMP09134,2024-11-14,Work-Life Balance,22,2.3
ATT01992,EMP09139,2024-01-05,Relocation,9,2.8
ATT01993,EMP09141,2023-02-01,Health Reasons,6,7.2
ATT01994,EMP09142,2024-09-23,Better Salary,19,7.6
ATT01995,EMP09144,2023-07-14,Better Salary,14,6.5
ATT01996,EMP09145,2023-08-31,Relocation,4,6
ATT01997,EMP09147,2023-12-24,Career Growth,9,2.2
ATT01998,EMP09152,2022-11-20,Work-Life Balance,9,4.4
ATT01999,EMP09155,2024-05-11,Work-Life Balance,11,8.2
ATT02000,EMP09159,2023-12-23,Personal Reasons,9,6.9
ATT02001,EMP09161,2024-12-16,Higher Education,5,5.6
ATT02002,EMP09163,2024-11-12,Career Growth,29,5.5
ATT02003,EMP09164,2024-11-18,Better Salary,5,3.1
ATT02004,EMP09167,2024-11-27,Personal Reasons,18,5.4
ATT02005,EMP09168,2024-12-18,Better Salary,35,5.2
ATT02006,EMP09172,2023-07-22,Better Salary,10,3.7
ATT02007,EMP09173,2024-07-23,Higher Education,13,7.6
ATT02008,EMP09177,2024-10-05,Manager Issues,12,3
ATT02009,EMP09184,2023-08-07,Better Salary,5,7
ATT02010,EMP09193,2024-05-01,Better Salary,15,6.6
ATT02011,EMP09194,2023-09-28,Personal Reasons,19,3.1
ATT02012,EMP09198,2024-12-18,Work-Life Balance,3,3.4
ATT02013,EMP09200,2024-09-16,Higher Education,5,3.8
ATT02014,EMP09201,2024-10-03,Work-Life Balance,8,7
ATT02015,EMP09205,2024-07-14,Work-Life Balance,5,3.3
ATT02016,EMP09209,2024-07-13,Work-Life Balance,5,3.9
ATT02017,EMP09212,2024-07-16,Career Growth,26,6.5
ATT02018,EMP09213,2024-04-28,Work-Life Balance,11,3.5
ATT02019,EMP09214,2024-01-19,Better Salary,7,2.5
ATT02020,EMP09215,2023-02-13,Career Growth,7,2.7
ATT02021,EMP09223,2024-08-28,Better Salary,4,7.7
ATT02022,EMP09229,2024-07-05,Better Salary,4,2.8
ATT02023,EMP09231,2024-08-26,Personal Reasons,3,4.2
ATT02024,EMP09233,2024-03-28,Higher Education,23,6.9
ATT02025,EMP09237,2024-10-15,Better Salary,4,3.8
ATT02026,EMP09238,2024-12-28,Career Growth,3,3.6
ATT02027,EMP09242,2024-08-06,Better Salary,16,8
ATT02028,EMP09247,2024-11-23,Career Growth,4,5.1
ATT02029,EMP09248,2024-07-17,Personal Reasons,8,3.2
ATT02030,EMP09249,2024-05-28,Work-Life Balance,11,6.5
ATT02031,EMP09252,2024-03-31,Career Growth,20,6.8
ATT02032,EMP09253,2024-12-16,Health Reasons,3,2.7
ATT02033,EMP09256,2022-09-07,Relocation,6,8
ATT02034,EMP09261,2024-12-02,Personal Reasons,3,4.1
ATT02035,EMP09266,2023-09-26,Better Salary,5,3
ATT02036,EMP09270,2024-03-19,Better Salary,3,4.9
ATT02037,EMP09271,2024-05-14,Better Salary,18,4.2
ATT02038,EMP09274,2024-05-18,Better Salary,4,3.1
ATT02039,EMP09275,2024-01-04,Manager Issues,7,6.1
ATT02040,EMP09279,2024-10-25,Work-Life Balance,15,4.4
ATT02041,EMP09283,2024-11-13,Better Salary,4,7.7
ATT02042,EMP09284,2024-11-01,Better Salary,8,4.6
ATT02043,EMP09285,2024-03-09,Better Salary,21,3
ATT02044,EMP09292,2024-07-30,Higher Education,3,8
ATT02045,EMP09294,2024-11-24,Better Salary,4,2.1
ATT02046,EMP09304,2024-05-10,Personal Reasons,8,3
ATT02047,EMP09308,2024-12-02,Work-Life Balance,16,3.1
ATT02048,EMP09310,2024-04-03,Better Salary,20,2.8
ATT02049,EMP09313,2024-12-19,Higher Education,4,6.2
ATT02050,EMP09326,2024-04-16,Manager Issues,3,5.8
ATT02051,EMP09333,2024-12-19,Career Growth,10,5.8
ATT02052,EMP09334,2024-11-22,Health Reasons,9,3.6
ATT02053,EMP09337,2024-11-22,Manager Issues,8,8.1
ATT02054,EMP09342,2024-01-24,Manager Issues,3,5.5
ATT02055,EMP09347,2024-11-25,Career Growth,7,4.6
ATT02056,EMP09350,2024-12-24,Higher Education,3,6.7
ATT02057,EMP09358,2024-10-16,Health Reasons,3,4
ATT02058,EMP09359,2023-09-22,Relocation,15,3.6
ATT02059,EMP09373,2023-05-26,Health Reasons,15,5.3
ATT02060,EMP09374,2023-07-07,Relocation,6,4.6
ATT02061,EMP09376,2023-05-20,Relocation,7,5.1
ATT02062,EMP09377,2024-11-19,Higher Education,4,5.9
ATT02063,EMP09379,2024-12-29,Manager Issues,4,3.7
ATT02064,EMP09380,2024-09-17,Relocation,19,7.2
ATT02065,EMP09382,2024-10-03,Work-Life Balance,26,7.9
ATT02066,EMP09387,2022-06-13,Career Growth,4,8.2
ATT02067,EMP09395,2024-12-17,Personal Reasons,12,7.3
ATT02068,EMP09396,2023-11-25,Work-Life Balance,7,3.8
ATT02069,EMP09400,2024-07-13,Better Salary,26,2
ATT02070,EMP09401,2024-07-25,Career Growth,3,8.2
ATT02071,EMP09406,2024-08-13,Career Growth,20,2.8
ATT02072,EMP09408,2022-06-28,Work-Life Balance,5,3.2
ATT02073,EMP09414,2024-06-18,Better Salary,23,8.3
ATT02074,EMP09417,2023-05-22,Better Salary,3,2.9
ATT02075,EMP09419,2024-08-01,Better Salary,16,4.5
ATT02076,EMP09422,2024-05-06,Work-Life Balance,15,5.1
ATT02077,EMP09425,2024-12-02,Career Growth,9,2.7
ATT02078,EMP09426,2024-07-22,Career Growth,18,2.7
ATT02079,EMP09443,2024-11-28,Better Salary,4,3.8
ATT02080,EMP09447,2024-01-28,Work-Life Balance,6,3.4
ATT02081,EMP09454,2024-06-30,Better Salary,21,6.3
ATT02082,EMP09455,2024-12-14,Relocation,3,5.7
ATT02083,EMP09457,2024-12-28,Work-Life Balance,5,4.2
ATT02084,EMP09461,2024-06-28,Better Salary,24,2
ATT02085,EMP09463,2024-02-25,Work-Life Balance,10,4.8
ATT02086,EMP09465,2024-09-29,Higher Education,5,6.7
ATT02087,EMP09467,2024-10-14,Work-Life Balance,14,6.6
ATT02088,EMP09468,2024-12-28,Manager Issues,3,7.5
ATT02089,EMP09470,2024-12-06,Health Reasons,3,2.5
ATT02090,EMP09471,2023-12-09,Manager Issues,15,4.7
ATT02091,EMP09473,2023-08-02,Better Salary,17,3.9
ATT02092,EMP09475,2024-12-17,Higher Education,21,6.3
ATT02093,EMP09476,2024-07-03,Better Salary,9,3.7
ATT02094,EMP09478,2022-08-17,Personal Reasons,4,7.7
ATT02095,EMP09479,2024-01-06,Better Salary,10,2
ATT02096,EMP09486,2024-09-03,Career Growth,4,4.8
ATT02097,EMP09498,2024-12-07,Manager Issues,14,6
ATT02098,EMP09502,2024-12-13,Better Salary,8,6.1
ATT02099,EMP09507,2024-05-28,Better Salary,6,3.3
ATT02100,EMP09515,2024-02-03,Work-Life Balance,9,5.2
ATT02101,EMP09533,2024-11-29,Better Salary,20,6.2
ATT02102,EMP09550,2024-07-10,Career Growth,4,7.5
ATT02103,EMP09560,2023-11-23,Manager Issues,12,5.3
ATT02104,EMP09563,2024-03-25,Relocation,19,6.2
ATT02105,EMP09565,2024-08-07,Relocation,3,3.3
ATT02106,EMP09600,2024-03-01,Higher Education,16,5.3
ATT02107,EMP09602,2024-09-29,Career Growth,26,6.1
ATT02108,EMP09624,2023-08-25,Manager Issues,19,3.2
ATT02109,EMP09648,2023-02-19,Career Growth,10,8.3
ATT02110,EMP09651,2024-11-12,Relocation,5,7.5
ATT02111,EMP09657,2024-12-19,Career Growth,3,3.3
ATT02112,EMP09665,2024-09-24,Better Salary,4,8.5
ATT02113,EMP09670,2024-09-17,Relocation,7,6.5
ATT02114,EMP09678,2022-12-09,Work-Life Balance,6,2
ATT02115,EMP09684,2023-06-23,Relocation,3,7
ATT02116,EMP09692,2024-11-18,Career Growth,7,7.4
ATT02117,EMP09694,2024-12-21,Better Salary,13,4.6
ATT02118,EMP09698,2024-08-13,Manager Issues,18,7.8
ATT02119,EMP09710,2024-11-28,Work-Life Balance,17,3.3
ATT02120,EMP09713,2023-03-01,Career Growth,11,5.3
ATT02121,EMP09718,2024-11-19,Higher Education,4,3.5
ATT02122,EMP09727,2024-12-18,Work-Life Balance,26,7.4
ATT02123,EMP09730,2024-12-24,Better Salary,3,5.7
ATT02124,EMP09731,2022-10-21,Better Salary,6,5.2
ATT02125,EMP09754,2024-11-29,Better Salary,7,4.9
ATT02126,EMP09763,2024-09-21,Career Growth,5,7.9
ATT02127,EMP09770,2024-11-28,Better Salary,3,3.6
ATT02128,EMP09773,2024-04-12,Career Growth,14,6.4
ATT02129,EMP09774,2024-04-18,Manager Issues,18,3.1
ATT02130,EMP09787,2023-10-18,Career Growth,10,7.5
ATT02131,EMP09790,2024-07-17,Higher Education,3,2.9
ATT02132,EMP09799,2024-10-02,Relocation,27,4
ATT02133,EMP09803,2024-09-08,Relocation,7,4.1
ATT02134,EMP09808,2024-11-24,Manager Issues,3,2.8
ATT02135,EMP09820,2024-06-12,Higher Education,16,5.6
ATT02136,EMP09823,2024-04-08,Better Salary,3,4.2
ATT02137,EMP09826,2024-09-17,Manager Issues,21,8.4
ATT02138,EMP09831,2024-09-16,Better Salary,28,7.3
ATT02139,EMP09838,2024-12-10,Better Salary,3,8.2
ATT02140,EMP09841,2024-08-27,Work-Life Balance,20,5.7
ATT02141,EMP09845,2024-12-23,Career Growth,3,6.2
ATT02142,EMP09846,2024-01-23,Career Growth,13,7.4
ATT02143,EMP09852,2024-03-26,Better Salary,8,5.3
ATT02144,EMP09855,2024-05-10,Better Salary,9,4.1
ATT02145,EMP09859,2024-03-25,Better Salary,17,2.6
ATT02146,EMP09874,2024-02-29,Better Salary,7,6.7
ATT02147,EMP09888,2024-04-15,Career Growth,3,2.3
ATT02148,EMP09894,2024-08-28,Personal Reasons,13,3.4
ATT02149,EMP09901,2024-06-20,Career Growth,6,4.8
ATT02150,EMP09902,2024-09-04,Work-Life Balance,11,6.4
ATT02151,EMP09944,2023-08-04,Better Salary,11,2.1
ATT02152,EMP09963,2024-11-28,Relocation,3,4
ATT02153,EMP09980,2024-03-06,Career Growth,5,8.4
ATT02154,EMP09997,2024-11-20,Better Salary,26,6.1
